FUND NAME,FINANCIAL TYPE,INSTRUMENT IDENTIFIER,YEAR,MONTH,PRICE BREAK
Applebead,Equities,GWW,2023,3,0.0
Magnum,Equities,GWW,2023,4,0.0
Applebead,Equities,GWW,2023,4,0.0
Magnum,Equities,GWW,2023,5,0.0
Applebead,Equities,GWW,2023,5,0.0
Magnum,Equities,GWW,2023,6,0.0
Applebead,Equities,GWW,2023,6,0.0
Magnum,Equities,GWW,2023,7,0.0
Applebead,Equities,GWW,2023,7,0.0
Magnum,Equities,GWW,2023,8,0.0
Applebead,Equities,GWW,2023,8,0.0
Magnum,Equities,GWW,2022,9,0.0
Applebead,Equities,GWW,2022,9,0.0
Magnum,Equities,GWW,2022,10,-57.799999999999955
Applebead,Equities,GWW,2022,10,-57.799999999999955
Magnum,Equities,GWW,2022,11,0.0
Applebead,Equities,GWW,2022,11,0.0
Magnum,Equities,GWW,2022,12,0.0
Applebead,Equities,GWW,2022,12,0.0
Applebead,Equities,HAL,2023,1,0.0
Applebead,Equities,HAL,2023,2,0.0
Applebead,Equities,HAL,2023,3,0.0
Applebead,Equities,HAL,2023,4,0.0
Applebead,Equities,HAL,2023,5,0.0
Applebead,Equities,HAL,2023,6,0.0
Applebead,Equities,HAL,2023,7,0.0
Applebead,Equities,HAL,2023,8,0.0
Applebead,Equities,HAL,2022,9,0.0
Applebead,Equities,HAL,2022,10,-3.5959999999999965
Applebead,Equities,HAL,2022,11,0.0
Applebead,Equities,HAL,2022,12,0.0
Belaware,Equities,HCA,2023,1,0.0
Leeder,Equities,HCA,2023,1,0.0
Magnum,Equities,HCA,2023,1,0.0
Leeder,Equities,HCA,2023,2,0.0
Magnum,Equities,HCA,2023,2,0.0
Belaware,Equities,HCA,2023,2,0.0
Belaware,Equities,HCA,2023,3,0.0
Leeder,Equities,HCA,2023,3,0.0
Magnum,Equities,HCA,2023,3,0.0
Belaware,Equities,HCA,2023,4,0.0
Leeder,Equities,HCA,2023,4,0.0
Magnum,Equities,HCA,2023,4,0.0
Belaware,Equities,HCA,2023,5,0.0
Leeder,Equities,HCA,2023,5,0.0
Magnum,Equities,HCA,2023,5,0.0
Belaware,Equities,HCA,2023,6,0.0
Leeder,Equities,HCA,2023,6,0.0
Magnum,Equities,HCA,2023,6,0.0
Belaware,Equities,HCA,2023,7,0.0
Leeder,Equities,HCA,2023,7,0.0
Magnum,Equities,HCA,2023,7,0.0
Belaware,Equities,HCA,2023,8,0.0
Leeder,Equities,HCA,2023,8,0.0
Magnum,Equities,HCA,2023,8,0.0
Belaware,Equities,HCA,2022,9,0.0
Leeder,Equities,HCA,2022,9,0.0
Magnum,Equities,HCA,2022,9,0.0
Leeder,Equities,HCA,2022,10,-21.59899999999999
Magnum,Equities,HCA,2022,10,-21.59899999999999
Belaware,Equities,HCA,2022,10,-21.59899999999999
Belaware,Equities,HCA,2022,11,0.0
Leeder,Equities,HCA,2022,11,0.0
Magnum,Equities,HCA,2022,11,0.0
Leeder,Equities,HCA,2022,12,0.0
Magnum,Equities,HCA,2022,12,0.0
Belaware,Equities,HCA,2022,12,0.0
Trustmind,Equities,HD,2023,1,0.0
Trustmind,Equities,HD,2023,2,0.0
Trustmind,Equities,HD,2023,3,0.0
Trustmind,Equities,HD,2023,4,0.0
Trustmind,Equities,HD,2023,5,0.0
Trustmind,Equities,HD,2023,6,0.0
Trustmind,Equities,HD,2023,7,0.0
Trustmind,Equities,HD,2023,8,0.0
Trustmind,Equities,HD,2022,9,0.0
Trustmind,Equities,HD,2022,10,-29.01400000000001
Trustmind,Equities,HD,2022,11,0.0
Trustmind,Equities,HD,2022,12,0.0
Magnum,Equities,HIG,2023,1,0.0
Magnum,Equities,HIG,2023,2,0.0
Magnum,Equities,HIG,2023,3,0.0
Magnum,Equities,HIG,2023,4,0.0
Magnum,Equities,HIG,2023,5,0.0
Magnum,Equities,HIG,2023,6,0.0
Magnum,Equities,HIG,2023,7,0.0
Magnum,Equities,HIG,2023,8,0.0
Magnum,Equities,HIG,2022,9,0.0
Magnum,Equities,HIG,2022,10,-7.117000000000004
Magnum,Equities,HIG,2022,11,0.0
Magnum,Equities,HIG,2022,12,0.0
Trustmind,Equities,HII,2023,1,0.0
Trustmind,Equities,HII,2023,2,0.0
Trustmind,Equities,HII,2023,3,0.0
Trustmind,Equities,HII,2023,4,0.0
Trustmind,Equities,HII,2023,5,0.0
Trustmind,Equities,HII,2023,6,0.0
Trustmind,Equities,HII,2023,7,0.0
Trustmind,Equities,HII,2023,8,0.0
Trustmind,Equities,HII,2022,9,0.0
Trustmind,Equities,HII,2022,10,-25.12699999999998
Trustmind,Equities,HII,2022,11,0.0
Trustmind,Equities,HII,2022,12,0.0
Leeder,Equities,HOLX,2023,1,0.0
Applebead,Equities,HOLX,2023,1,0.0
Leeder,Equities,HOLX,2023,2,0.0
Applebead,Equities,HOLX,2023,2,0.0
Leeder,Equities,HOLX,2023,3,0.0
Applebead,Equities,HOLX,2023,3,0.0
Leeder,Equities,HOLX,2023,4,0.0
Applebead,Equities,HOLX,2023,4,0.0
Leeder,Equities,HOLX,2023,5,0.0
Applebead,Equities,HOLX,2023,5,0.0
Leeder,Equities,HOLX,2023,6,0.0
Applebead,Equities,HOLX,2023,6,0.0
Leeder,Equities,HOLX,2023,7,0.0
Applebead,Equities,HOLX,2023,7,0.0
Leeder,Equities,HOLX,2023,8,0.0
Applebead,Equities,HOLX,2023,8,0.0
Leeder,Equities,HOLX,2022,9,0.0
Applebead,Equities,HOLX,2022,9,0.0
Leeder,Equities,HOLX,2022,10,-6.780000000000001
Applebead,Equities,HOLX,2022,10,-6.780000000000001
Leeder,Equities,HOLX,2022,11,0.0
Applebead,Equities,HOLX,2022,11,0.0
Leeder,Equities,HOLX,2022,12,0.0
Applebead,Equities,HOLX,2022,12,0.0
Wallington,Equities,HON,2023,1,0.0
Whitestone,Equities,HON,2023,1,0.0
Wallington,Equities,HON,2023,2,0.0
Whitestone,Equities,HON,2023,2,0.0
Wallington,Equities,HON,2023,3,0.0
Whitestone,Equities,HON,2023,3,0.0
Wallington,Equities,HON,2023,4,0.0
Whitestone,Equities,HON,2023,4,0.0
Wallington,Equities,HON,2023,5,0.0
Whitestone,Equities,HON,2023,5,0.0
Wallington,Equities,HON,2023,6,0.0
Whitestone,Equities,HON,2023,6,0.0
Wallington,Equities,HON,2023,7,0.0
Whitestone,Equities,HON,2023,7,0.0
Wallington,Equities,HON,2023,8,0.0
Whitestone,Equities,HON,2023,8,0.0
Wallington,Equities,HON,2022,9,0.0
Whitestone,Equities,HON,2022,9,0.0
Wallington,Equities,HON,2022,10,-19.980999999999995
Whitestone,Equities,HON,2022,10,-19.980999999999995
Wallington,Equities,HON,2022,11,0.0
Whitestone,Equities,HON,2022,11,0.0
Wallington,Equities,HON,2022,12,0.0
Whitestone,Equities,HON,2022,12,0.0
Gohen,Equities,HPE,2023,1,0.0
Gohen,Equities,HPE,2023,2,0.0
Gohen,Equities,HPE,2023,3,0.0
Gohen,Equities,HPE,2023,4,0.0
Gohen,Equities,HPE,2023,5,0.0
Gohen,Equities,HPE,2023,6,0.0
Gohen,Equities,HPE,2023,7,0.0
Gohen,Equities,HPE,2023,8,0.0
Gohen,Equities,HPE,2022,9,0.0
Gohen,Equities,HPE,2022,10,-1.3940000000000001
Gohen,Equities,HPE,2022,11,0.0
Gohen,Equities,HPE,2022,12,0.0
Whitestone,Equities,HPQ,2023,1,0.0
Whitestone,Equities,HPQ,2023,2,0.0
Whitestone,Equities,HPQ,2023,3,0.0
Whitestone,Equities,HPQ,2023,4,0.0
Whitestone,Equities,HPQ,2023,5,0.0
Whitestone,Equities,HPQ,2023,6,0.0
Whitestone,Equities,HPQ,2023,7,0.0
Whitestone,Equities,HPQ,2023,8,0.0
Whitestone,Equities,HPQ,2022,9,0.0
Whitestone,Equities,HPQ,2022,10,-2.6880000000000024
Whitestone,Equities,HPQ,2022,11,0.0
Whitestone,Equities,HPQ,2022,12,0.0
Trustmind,Equities,HRL,2023,1,0.0
Gohen,Equities,HRL,2023,1,0.0
Trustmind,Equities,HRL,2023,2,0.0
Gohen,Equities,HRL,2023,2,0.0
Trustmind,Equities,HRL,2023,3,0.0
Gohen,Equities,HRL,2023,3,0.0
Trustmind,Equities,HRL,2023,4,0.0
Gohen,Equities,HRL,2023,4,0.0
Gohen,Equities,HRL,2023,5,0.0
Trustmind,Equities,HRL,2023,5,0.0
Trustmind,Equities,HRL,2023,6,0.0
Gohen,Equities,HRL,2023,6,0.0
Trustmind,Equities,HRL,2023,7,0.0
Gohen,Equities,HRL,2023,7,0.0
Trustmind,Equities,HRL,2023,8,0.0
Gohen,Equities,HRL,2023,8,0.0
Trustmind,Equities,HRL,2022,9,0.0
Gohen,Equities,HRL,2022,9,0.0
Trustmind,Equities,HRL,2022,10,-4.554000000000002
Gohen,Equities,HRL,2022,10,-4.554000000000002
Trustmind,Equities,HRL,2022,11,0.0
Gohen,Equities,HRL,2022,11,0.0
Trustmind,Equities,HRL,2022,12,0.0
Gohen,Equities,HRL,2022,12,0.0
Belaware,Equities,HSIC,2023,1,0.0
Belaware,Equities,HSIC,2023,2,0.0
Belaware,Equities,HSIC,2023,3,0.0
Belaware,Equities,HSIC,2023,4,0.0
Belaware,Equities,HSIC,2023,5,0.0
Belaware,Equities,HSIC,2023,6,0.0
Belaware,Equities,HSIC,2023,7,0.0
Belaware,Equities,HSIC,2023,8,0.0
Belaware,Equities,HSIC,2022,9,0.0
Belaware,Equities,HSIC,2022,10,-6.846000000000004
Belaware,Equities,HSIC,2022,11,0.0
Belaware,Equities,HSIC,2022,12,0.0
Wallington,Equities,HST,2023,1,0.0
Wallington,Equities,HST,2023,2,0.0
Wallington,Equities,HST,2023,3,0.0
Wallington,Equities,HST,2023,4,0.0
Wallington,Equities,HST,2023,5,0.0
Wallington,Equities,HST,2023,6,0.0
Wallington,Equities,HST,2023,7,0.0
Wallington,Equities,HST,2023,8,0.0
Wallington,Equities,HST,2022,9,0.0
Wallington,Equities,HST,2022,10,-1.843
Wallington,Equities,HST,2022,11,0.0
Wallington,Equities,HST,2022,12,0.0
Belaware,Equities,HSY,2023,1,0.0
Belaware,Equities,HSY,2023,2,0.0
Belaware,Equities,HSY,2023,3,0.0
Belaware,Equities,HSY,2023,4,0.0
Belaware,Equities,HSY,2023,5,0.0
Belaware,Equities,HSY,2023,6,0.0
Belaware,Equities,HSY,2023,7,0.0
Belaware,Equities,HSY,2023,8,0.0
Belaware,Equities,HSY,2022,9,0.0
Belaware,Equities,HSY,2022,10,-23.442999999999984
Belaware,Equities,HSY,2022,11,0.0
Belaware,Equities,HSY,2022,12,0.0
Catalysm,Equities,HUM,2023,1,0.0
Catalysm,Equities,HUM,2023,2,0.0
Catalysm,Equities,HUM,2023,3,0.0
Catalysm,Equities,HUM,2023,4,0.0
Catalysm,Equities,HUM,2023,5,0.0
Catalysm,Equities,HUM,2023,6,0.0
Catalysm,Equities,HUM,2023,7,0.0
Catalysm,Equities,HUM,2023,8,0.0
Catalysm,Equities,HUM,2022,9,0.0
Catalysm,Equities,HUM,2022,10,-55.51099999999997
Catalysm,Equities,HUM,2022,11,0.0
Catalysm,Equities,HUM,2022,12,0.0
Wallington,Equities,HWM,2023,1,0.0
Wallington,Equities,HWM,2023,2,0.0
Wallington,Equities,HWM,2023,3,0.0
Wallington,Equities,HWM,2023,4,0.0
Wallington,Equities,HWM,2023,5,0.0
Wallington,Equities,HWM,2023,6,0.0
Wallington,Equities,HWM,2023,7,0.0
Wallington,Equities,HWM,2023,8,0.0
Wallington,Equities,HWM,2022,9,0.0
Wallington,Equities,HWM,2022,10,-3.541000000000004
Wallington,Equities,HWM,2022,11,0.0
Wallington,Equities,HWM,2022,12,0.0
Belaware,Equities,ICE,2023,1,0.0
Belaware,Equities,ICE,2023,2,0.0
Belaware,Equities,ICE,2023,3,0.0
Belaware,Equities,ICE,2023,4,0.0
Belaware,Equities,ICE,2023,5,0.0
Belaware,Equities,ICE,2023,6,0.0
Belaware,Equities,ICE,2023,7,0.0
Belaware,Equities,ICE,2023,8,0.0
Belaware,Equities,ICE,2022,9,0.0
Belaware,Equities,ICE,2022,10,-9.444999999999993
Belaware,Equities,ICE,2022,11,0.0
Belaware,Equities,ICE,2022,12,0.0
Magnum,Equities,IDXX,2023,1,0.0
Catalysm,Equities,IDXX,2023,1,0.0
Magnum,Equities,IDXX,2023,2,0.0
Catalysm,Equities,IDXX,2023,2,0.0
Magnum,Equities,IDXX,2023,3,0.0
Catalysm,Equities,IDXX,2023,3,0.0
Magnum,Equities,IDXX,2023,4,0.0
Catalysm,Equities,IDXX,2023,4,0.0
Magnum,Equities,IDXX,2023,5,0.0
Catalysm,Equities,IDXX,2023,5,0.0
Magnum,Equities,IDXX,2023,6,0.0
Catalysm,Equities,IDXX,2023,6,0.0
Catalysm,Equities,IDXX,2023,7,0.0
Magnum,Equities,IDXX,2023,7,0.0
Magnum,Equities,IDXX,2023,8,0.0
Catalysm,Equities,IDXX,2023,8,0.0
Magnum,Equities,IDXX,2022,9,0.0
Catalysm,Equities,IDXX,2022,9,0.0
Magnum,Equities,IDXX,2022,10,-35.96800000000002
Catalysm,Equities,IDXX,2022,10,-35.96800000000002
Magnum,Equities,IDXX,2022,11,0.0
Catalysm,Equities,IDXX,2022,11,0.0
Magnum,Equities,IDXX,2022,12,0.0
Catalysm,Equities,IDXX,2022,12,0.0
Catalysm,Equities,IEX,2023,1,0.0
Applebead,Equities,IEX,2023,1,0.0
Catalysm,Equities,IEX,2023,2,0.0
Applebead,Equities,IEX,2023,2,0.0
Catalysm,Equities,IEX,2023,3,0.0
Applebead,Equities,IEX,2023,3,0.0
Catalysm,Equities,IEX,2023,4,0.0
Applebead,Equities,IEX,2023,4,0.0
Catalysm,Equities,IEX,2023,5,0.0
Applebead,Equities,IEX,2023,5,0.0
Catalysm,Equities,IEX,2023,6,0.0
Applebead,Equities,IEX,2023,6,0.0
Catalysm,Equities,IEX,2023,7,0.0
Applebead,Equities,IEX,2023,7,0.0
Catalysm,Equities,IEX,2023,8,0.0
Applebead,Equities,IEX,2023,8,0.0
Catalysm,Equities,IEX,2022,9,0.0
Applebead,Equities,IEX,2022,9,0.0
Catalysm,Equities,IEX,2022,10,-22.040999999999997
Applebead,Equities,IEX,2022,10,-22.040999999999997
Catalysm,Equities,IEX,2022,11,0.0
Applebead,Equities,IEX,2022,11,0.0
Catalysm,Equities,IEX,2022,12,0.0
Applebead,Equities,IEX,2022,12,0.0
Applebead,Equities,IFF,2023,1,0.0
Applebead,Equities,IFF,2023,2,0.0
Applebead,Equities,IFF,2023,3,0.0
Applebead,Equities,IFF,2023,4,0.0
Applebead,Equities,IFF,2023,5,0.0
Applebead,Equities,IFF,2023,6,0.0
Applebead,Equities,IFF,2023,7,0.0
Applebead,Equities,IFF,2023,8,0.0
Applebead,Equities,IFF,2022,9,0.0
Applebead,Equities,IFF,2022,10,-9.491
Applebead,Equities,IFF,2022,11,0.0
Applebead,Equities,IFF,2022,12,0.0
Leeder,Equities,ILMN,2023,1,0.0
Whitestone,Equities,ILMN,2023,1,0.0
Leeder,Equities,ILMN,2023,2,0.0
Whitestone,Equities,ILMN,2023,2,0.0
Leeder,Equities,ILMN,2023,3,0.0
Whitestone,Equities,ILMN,2023,3,0.0
Leeder,Equities,ILMN,2023,4,0.0
Whitestone,Equities,ILMN,2023,4,0.0
Leeder,Equities,ILMN,2023,5,0.0
Whitestone,Equities,ILMN,2023,5,0.0
Leeder,Equities,ILMN,2023,6,0.0
Whitestone,Equities,ILMN,2023,6,0.0
Leeder,Equities,ILMN,2023,7,0.0
Whitestone,Equities,ILMN,2023,7,0.0
Leeder,Equities,ILMN,2023,8,0.0
Whitestone,Equities,ILMN,2023,8,0.0
Leeder,Equities,ILMN,2022,9,0.0
Whitestone,Equities,ILMN,2022,9,0.0
Leeder,Equities,ILMN,2022,10,-22.882000000000005
Whitestone,Equities,ILMN,2022,10,-22.882000000000005
Leeder,Equities,ILMN,2022,11,0.0
Whitestone,Equities,ILMN,2022,11,0.0
Leeder,Equities,ILMN,2022,12,0.0
Whitestone,Equities,ILMN,2022,12,0.0
Leeder,Equities,INTC,2023,1,0.0
Magnum,Equities,INTC,2023,1,0.0
Leeder,Equities,INTC,2023,2,0.0
Magnum,Equities,INTC,2023,2,0.0
Leeder,Equities,INTC,2023,3,0.0
Magnum,Equities,INTC,2023,3,0.0
Leeder,Equities,INTC,2023,4,0.0
Magnum,Equities,INTC,2023,4,0.0
Leeder,Equities,INTC,2023,5,0.0
Magnum,Equities,INTC,2023,5,0.0
Leeder,Equities,INTC,2023,6,0.0
Magnum,Equities,INTC,2023,6,0.0
Leeder,Equities,INTC,2023,7,0.0
Magnum,Equities,INTC,2023,7,0.0
Leeder,Equities,INTC,2023,8,0.0
Magnum,Equities,INTC,2023,8,0.0
Leeder,Equities,INTC,2022,9,0.0
Magnum,Equities,INTC,2022,9,0.0
Leeder,Equities,INTC,2022,10,-2.75
Magnum,Equities,INTC,2022,10,-2.75
Leeder,Equities,INTC,2022,11,0.0
Magnum,Equities,INTC,2022,11,0.0
Leeder,Equities,INTC,2022,12,0.0
Magnum,Equities,INTC,2022,12,0.0
Belaware,Equities,INVH,2023,1,0.0
Trustmind,Equities,INVH,2023,1,0.0
Belaware,Equities,INVH,2023,2,0.0
Trustmind,Equities,INVH,2023,2,0.0
Belaware,Equities,INVH,2023,3,0.0
Trustmind,Equities,INVH,2023,3,0.0
Belaware,Equities,INVH,2023,4,0.0
Trustmind,Equities,INVH,2023,4,0.0
Belaware,Equities,INVH,2023,5,0.0
Trustmind,Equities,INVH,2023,5,0.0
Belaware,Equities,INVH,2023,6,0.0
Trustmind,Equities,INVH,2023,6,0.0
Belaware,Equities,INVH,2023,7,0.0
Trustmind,Equities,INVH,2023,7,0.0
Belaware,Equities,INVH,2023,8,0.0
Trustmind,Equities,INVH,2023,8,0.0
Belaware,Equities,INVH,2022,9,0.0
Trustmind,Equities,INVH,2022,9,0.0
Belaware,Equities,INVH,2022,10,-3.075000000000003
Trustmind,Equities,INVH,2022,10,-3.075000000000003
Belaware,Equities,INVH,2022,11,0.0
Trustmind,Equities,INVH,2022,11,0.0
Belaware,Equities,INVH,2022,12,0.0
Trustmind,Equities,INVH,2022,12,0.0
Leeder,Equities,IP,2023,1,0.0
Leeder,Equities,IP,2023,2,0.0
Leeder,Equities,IP,2023,3,0.0
Leeder,Equities,IP,2023,4,0.0
Leeder,Equities,IP,2023,5,0.0
Leeder,Equities,IP,2023,6,0.0
Leeder,Equities,IP,2023,7,0.0
Leeder,Equities,IP,2023,8,0.0
Leeder,Equities,IP,2022,9,0.0
Leeder,Equities,IP,2022,10,-3.187000000000001
Leeder,Equities,IP,2022,11,0.0
Leeder,Equities,IP,2022,12,0.0
Gohen,Equities,IPG,2023,1,0.0
Gohen,Equities,IPG,2023,2,0.0
Gohen,Equities,IPG,2023,3,0.0
Gohen,Equities,IPG,2023,4,0.0
Gohen,Equities,IPG,2023,5,0.0
Gohen,Equities,IPG,2023,6,0.0
Gohen,Equities,IPG,2023,7,0.0
Gohen,Equities,IPG,2023,8,0.0
Gohen,Equities,IPG,2022,9,0.0
Gohen,Equities,IPG,2022,10,-2.9049999999999976
Gohen,Equities,IPG,2022,11,0.0
Gohen,Equities,IPG,2022,12,0.0
Magnum,Equities,IQV,2023,1,0.0
Trustmind,Equities,IQV,2023,1,0.0
Magnum,Equities,IQV,2023,2,0.0
Trustmind,Equities,IQV,2023,2,0.0
Magnum,Equities,IQV,2023,3,0.0
Trustmind,Equities,IQV,2023,3,0.0
Magnum,Equities,IQV,2023,4,0.0
Trustmind,Equities,IQV,2023,4,0.0
Magnum,Equities,IQV,2023,5,0.0
Trustmind,Equities,IQV,2023,5,0.0
Magnum,Equities,IQV,2023,6,0.0
Trustmind,Equities,IQV,2023,6,0.0
Magnum,Equities,IQV,2023,7,0.0
Trustmind,Equities,IQV,2023,7,0.0
Magnum,Equities,IQV,2023,8,0.0
Trustmind,Equities,IQV,2023,8,0.0
Magnum,Equities,IQV,2022,9,0.0
Trustmind,Equities,IQV,2022,9,0.0
Magnum,Equities,IQV,2022,10,-20.967000000000013
Trustmind,Equities,IQV,2022,10,-20.967000000000013
Magnum,Equities,IQV,2022,11,0.0
Trustmind,Equities,IQV,2022,11,0.0
Magnum,Equities,IQV,2022,12,0.0
Trustmind,Equities,IQV,2022,12,0.0
Leeder,Equities,IR,2023,1,0.0
Leeder,Equities,IR,2023,2,0.0
Leeder,Equities,IR,2023,3,0.0
Leeder,Equities,IR,2023,4,0.0
Leeder,Equities,IR,2023,5,0.0
Leeder,Equities,IR,2023,6,0.0
Leeder,Equities,IR,2023,7,0.0
Leeder,Equities,IR,2023,8,0.0
Leeder,Equities,IR,2022,9,0.0
Leeder,Equities,IR,2022,10,-5.042999999999999
Leeder,Equities,IR,2022,11,0.0
Leeder,Equities,IR,2022,12,0.0
Leeder,Equities,IT,2023,1,0.0
Catalysm,Equities,IT,2023,1,0.0
Leeder,Equities,IT,2023,2,0.0
Catalysm,Equities,IT,2023,2,0.0
Leeder,Equities,IT,2023,3,0.0
Catalysm,Equities,IT,2023,3,0.0
Leeder,Equities,IT,2023,4,0.0
Catalysm,Equities,IT,2023,4,0.0
Leeder,Equities,IT,2023,5,0.0
Catalysm,Equities,IT,2023,5,0.0
Leeder,Equities,IT,2023,6,0.0
Catalysm,Equities,IT,2023,6,0.0
Catalysm,Equities,IT,2023,7,0.0
Leeder,Equities,IT,2023,7,0.0
Leeder,Equities,IT,2023,8,0.0
Catalysm,Equities,IT,2023,8,0.0
Leeder,Equities,IT,2022,9,0.0
Catalysm,Equities,IT,2022,9,0.0
Leeder,Equities,IT,2022,10,-30.192000000000007
Catalysm,Equities,IT,2022,10,-30.192000000000007
Leeder,Equities,IT,2022,11,0.0
Catalysm,Equities,IT,2022,11,0.0
Leeder,Equities,IT,2022,12,0.0
Catalysm,Equities,IT,2022,12,0.0
Magnum,Government Bond,IT0003745541,2023,1,0.0
Whitestone,Government Bond,IT0003745541,2023,1,0.0
Magnum,Government Bond,IT0003745541,2023,2,0.0
Whitestone,Government Bond,IT0003745541,2023,2,0.0
Magnum,Government Bond,IT0003745541,2023,3,0.0
Whitestone,Government Bond,IT0003745541,2023,3,0.0
Magnum,Government Bond,IT0003745541,2023,4,0.0
Whitestone,Government Bond,IT0003745541,2023,4,0.0
Magnum,Government Bond,IT0003745541,2023,5,0.0
Whitestone,Government Bond,IT0003745541,2023,5,0.0
Magnum,Government Bond,IT0003745541,2023,6,0.0
Whitestone,Government Bond,IT0003745541,2023,6,0.0
Magnum,Government Bond,IT0003745541,2023,7,0.0
Whitestone,Government Bond,IT0003745541,2023,7,0.0
Magnum,Government Bond,IT0003745541,2023,8,0.0
Whitestone,Government Bond,IT0003745541,2023,8,0.0
Magnum,Government Bond,IT0003745541,2022,9,0.0
Whitestone,Government Bond,IT0003745541,2022,9,0.0
Magnum,Government Bond,IT0003745541,2022,10,-17.927999999999997
Whitestone,Government Bond,IT0003745541,2022,10,-17.927999999999997
Magnum,Government Bond,IT0003745541,2022,11,0.0
Whitestone,Government Bond,IT0003745541,2022,11,0.0
Magnum,Government Bond,IT0003745541,2022,12,0.0
Whitestone,Government Bond,IT0003745541,2022,12,0.0
Magnum,Government Bond,IT0004243512,2023,1,0.0
Magnum,Government Bond,IT0004243512,2023,2,0.0
Magnum,Government Bond,IT0004243512,2023,3,0.0
Magnum,Government Bond,IT0004243512,2023,4,0.0
Magnum,Government Bond,IT0004243512,2023,5,0.0
Magnum,Government Bond,IT0004243512,2023,6,0.0
Magnum,Government Bond,IT0004243512,2023,7,0.0
Magnum,Government Bond,IT0004243512,2023,8,0.0
Magnum,Government Bond,IT0004243512,2022,9,0.0
Magnum,Government Bond,IT0004243512,2022,10,-13.504000000000019
Magnum,Government Bond,IT0004243512,2022,11,0.0
Magnum,Government Bond,IT0004243512,2022,12,0.0
Virtous,Government Bond,IT0004545890,2023,1,0.0
Virtous,Government Bond,IT0004545890,2023,2,0.0
Virtous,Government Bond,IT0004545890,2023,3,0.0
Virtous,Government Bond,IT0004545890,2023,4,0.0
Virtous,Government Bond,IT0004545890,2023,5,0.0
Virtous,Government Bond,IT0004545890,2023,6,0.0
Virtous,Government Bond,IT0004545890,2023,7,0.0
Virtous,Government Bond,IT0004545890,2023,8,0.0
Virtous,Government Bond,IT0004545890,2022,9,0.0
Virtous,Government Bond,IT0004545890,2022,10,-18.485000000000014
Virtous,Government Bond,IT0004545890,2022,11,0.0
Virtous,Government Bond,IT0004545890,2022,12,0.0
Whitestone,Government Bond,IT0004735152,2023,1,0.0
Gohen,Government Bond,IT0004735152,2023,1,0.0
Whitestone,Government Bond,IT0004735152,2023,2,0.0
Gohen,Government Bond,IT0004735152,2023,2,0.0
Whitestone,Government Bond,IT0004735152,2023,3,0.0
Gohen,Government Bond,IT0004735152,2023,3,0.0
Whitestone,Government Bond,IT0004735152,2023,4,0.0
Gohen,Government Bond,IT0004735152,2023,4,0.0
Gohen,Government Bond,IT0004735152,2023,5,0.0
Whitestone,Government Bond,IT0004735152,2023,5,0.0
Whitestone,Government Bond,IT0004735152,2023,6,0.0
Gohen,Government Bond,IT0004735152,2023,6,0.0
Whitestone,Government Bond,IT0004735152,2023,7,0.0
Gohen,Government Bond,IT0004735152,2023,7,0.0
Whitestone,Government Bond,IT0004735152,2023,8,0.0
Gohen,Government Bond,IT0004735152,2023,8,0.0
Whitestone,Government Bond,IT0004735152,2022,9,0.0
Gohen,Government Bond,IT0004735152,2022,9,0.0
Whitestone,Government Bond,IT0004735152,2022,10,-14.066000000000003
Gohen,Government Bond,IT0004735152,2022,10,-14.066000000000003
Whitestone,Government Bond,IT0004735152,2022,11,0.0
Gohen,Government Bond,IT0004735152,2022,11,0.0
Whitestone,Government Bond,IT0004735152,2022,12,0.0
Gohen,Government Bond,IT0004735152,2022,12,0.0
Virtous,Government Bond,IT0005024234,2023,1,0.0
Virtous,Government Bond,IT0005024234,2023,2,0.0
Virtous,Government Bond,IT0005024234,2023,3,0.0
Virtous,Government Bond,IT0005024234,2023,4,0.0
Virtous,Government Bond,IT0005024234,2023,5,0.0
Virtous,Government Bond,IT0005024234,2023,6,0.0
Virtous,Government Bond,IT0005024234,2023,7,0.0
Virtous,Government Bond,IT0005024234,2023,8,0.0
Virtous,Government Bond,IT0005024234,2022,9,0.0
Virtous,Government Bond,IT0005024234,2022,10,-12.060999999999993
Virtous,Government Bond,IT0005024234,2022,11,0.0
Virtous,Government Bond,IT0005024234,2022,12,0.0
Trustmind,Equities,ITW,2023,1,0.0
Trustmind,Equities,ITW,2023,2,0.0
Trustmind,Equities,ITW,2023,3,0.0
Trustmind,Equities,ITW,2023,4,0.0
Trustmind,Equities,ITW,2023,5,0.0
Trustmind,Equities,ITW,2023,6,0.0
Trustmind,Equities,ITW,2023,7,0.0
Trustmind,Equities,ITW,2023,8,0.0
Trustmind,Equities,ITW,2022,9,0.0
Trustmind,Equities,ITW,2022,10,-20.99800000000002
Trustmind,Equities,ITW,2022,11,0.0
Trustmind,Equities,ITW,2022,12,0.0
Leeder,Equities,J,2023,1,0.0
Wallington,Equities,J,2023,1,0.0
Leeder,Equities,J,2023,2,0.0
Wallington,Equities,J,2023,2,0.0
Leeder,Equities,J,2023,3,0.0
Wallington,Equities,J,2023,3,0.0
Leeder,Equities,J,2023,4,0.0
Wallington,Equities,J,2023,4,0.0
Leeder,Equities,J,2023,5,0.0
Wallington,Equities,J,2023,5,0.0
Leeder,Equities,J,2023,6,0.0
Wallington,Equities,J,2023,6,0.0
Leeder,Equities,J,2023,7,0.0
Wallington,Equities,J,2023,7,0.0
